location,lat,lon
"Northport, AL",33.3,-87.59
"Northport, ME",44.3,-69.0
"Northport, MI",45.1,-85.61
"Northport, NY",40.9,-73.34
"Northport, WA",48.9,-117.83
"Northridge, CA",34.24,-118.55
"Northrop, MN",43.83,-94.43
"Northumberland, PA",40.9,-76.81
"Northvale, NJ",41.02,-73.97
"Northville, MI",42.43,-83.49
"Northville, NY",43.19,-74.15
"Northville, SD",45.45,-98.46
"Northwood, IA",43.54,-93.24
"Northwood, ND",47.91,-97.63
"Northwood, NH",43.25,-71.16
"Northwood, OH",41.63,-83.44
"Norton Creek, Quebec",45.21,-73.66
"Norton Hill, NY",42.41,-74.01
"Norton, KS",39.83,-99.97
"Norton, MA",41.97,-71.18
"Norton, TX",32.05,-100.28
"Norton, VA",36.96,-82.57
"Norton, WV",38.93,-79.87
"Nortonville, KS",39.37,-95.04
"Nortonville, KY",37.32,-87.52
"Norval, Australia",-37.28,142.94
"Norvell, MI",42.12,-84.27
"Norvelt, PA",40.21,-79.46
"Norwalk, CA",33.87,-118.06
"Norwalk, CT",41.11,-73.43
"Norwalk, IA",41.46,-93.71
"Norwalk, OH",41.2,-82.62
"Norwalk, WI",43.97,-90.54
"Norway House, Manitoba",53.97,-97.83
"Norway, IA",41.95,-91.85
"Norway, ME",44.23,-70.59
"Norway, MI",45.79,-87.91
"Norway, SC",33.48,-81.24
"Norwell, MA",42.16,-70.8
"Norwich, CT",41.51,-72.11
"Norwich, KS",37.53,-97.67
"Norwich, ND",48.22,-100.91
"Norwich, NY",42.53,-75.52
"Norwich, OH",39.94,-81.89
"Norwich, VT",43.7,-72.31
"Norwood Young America, MN",44.73,-93.97
"Norwood, CO",38.13,-108.29
"Norwood, GA",33.56,-82.76
"Norwood, LA",30.84,-91.35
"Norwood, MA",42.19,-71.21
"Norwood, MN",44.73,-93.97
"Norwood, MO",37.19,-92.59
"Norwood, NC",35.25,-80.08
"Norwood, NJ",41.01,-73.98
"Norwood, NY",44.75,-75.0
"Norwood, PA",39.89,-75.29
"Norwood, VA",37.77,-78.87
"Noshiro, Japan",40.0,140.08
"Notasulga, AL",32.45,-85.59
"Noti, OR",44.2,-123.55
"Notodden, Norway",59.57,9.3
"Notre-Dame-de-l'Ile-Perrot, Quebec",45.38,-73.92
"Notre-Dame-des-Prairies, Quebec",46.05,-73.43
"Notrees, TX",31.93,-102.41
"Nottawa, MI",41.9,-85.49
"Nottawa, Ontario",44.49,-80.22
"Nottingham, NH",43.06,-71.11
"Nottingham, PA",39.78,-76.02
"Nottoway, VA",37.13,-78.04
"Notus, ID",43.76,-116.89
"Nouasseur, Morocco",33.57,-7.67
"Nouil, Tunisia",33.7,8.97
"Noumea Nlle-Caledonie, New Caledonia",-22.28,166.45
"Nova Lesna, Slovakia",49.12,20.35
"Nova, OH",40.97,-82.22
"Novato, CA",38.12,-122.58
"Novaya Chirinda, Russia",64.27,100.22
"Novaya Zlynka, Ukraine",48.53,32.11
"Novelty, MO",40.02,-92.49
"Novelty, OH",41.45,-81.36
"Novi Sad, Serbia",45.22,19.88
"Novi, MI",42.46,-83.52
"Novice, TX",31.94,-99.56
"Novinger, MO",40.22,-92.64
"Novo-Sosnovaya, Russia",64.98,34.8
"Novoangarsk, Russia",58.08,93.0
"Novopokrovka, Kazakhstan",52.97,78.65
"Novotroitskoe, Kazakhstan",43.7,73.78
"Novyye Chukaly, Russia",54.272147239300004,48.2242535787
"Novyye Vikhryany, Belarus",54.42,32.43
"Nowata, OK",36.69,-95.83
"Nowganwa, India",27.5,76.58
"Noxapater, MS",33.08,-89.22
"Noxen, PA",41.36,-76.06
"Noxon, MT",47.93,-115.69
"Nu Mine, PA",40.76,-79.32
"Nuangola, PA",41.2,-75.99
"Nucla, CO",38.24,-108.57
"Nueno, Spain",42.26,-0.45
"Nuevo, CA",33.81,-117.13
"Nugent, Australia",-42.81,147.84
"Nuiqsut, AK",70.21,-151.01
"Nukazuka, Japan",37.63,139.76
"Nuku'alofa, Tonga",-21.23,-175.15
"Number One, Australia",-31.98,151.94
"Numidia, PA",40.89,-76.52
"Nunda, NY",42.58,-77.94
"Nunda, SD",44.3,-97.02
"Nunez, GA",32.61,-82.37
"Nunga, Australia",-35.07,142.32
"Nunica, MI",43.08,-86.13
"Nunnelly, TN",35.78,-87.47
"Nunoa, Chile",-33.45,-70.53
"Nuorgam, Finland",70.07,29.85
"Nuremberg, PA",40.91,-76.12
"Nursery, TX",28.92,-97.05
"Nussdorfl, Austria",47.42,13.63
"Nut Tree, CA",38.38,-121.96
"Nutley, NJ",40.82,-74.16
"Nutrioso, AZ",33.82,-109.11
"Nutting Lake, MA",42.54,-71.27
"Nuttsville, VA",37.73,-76.51
"Nuuk, Greenland",64.16,-51.74
"Nuwedorp, South Africa",-33.69,18.45
"Nyack, NY",41.1,-73.92
"Nyanza-Lac, Burundi",-4.88,29.63
"Nyarugumba, Rwanda",-1.97,30.12
"Nyingchi, China",29.57,94.47
"Nyssa, OR",43.8076428571,-116.955571429
"Nystova, Norway",61.18,8.22
"O'Brien, FL",30.07,-82.88
"O'Brien, OR",42.05,-123.71
"O'Brien, TX",33.28,-99.87
"O'Fallon, IL",38.59,-89.9
"O'Fallon, MO",38.8,-90.7
"O'Neals, CA",37.17,-119.77
"Oacoma, SD",43.8,-99.32
"Oak Bluffs, MA",41.46,-70.56
"Oak Brook, IL",41.83,-87.89
"Oak City, NC",35.97,-77.49
"Oak City, UT",39.37,-112.33
"Oak Creek, CO",40.27,-106.96
"Oak Creek, WI",42.9,-87.86
"Oak Flats, Australia",-34.56,150.82
"Oak Forest, IL",41.6,-87.75
"Oak Grove, AR",36.52,-93.49
"Oak Grove, KY",36.62,-87.35
"Oak Grove, LA",32.86,-91.36
"Oak Grove, MD",39.67,-76.09
"Oak Grove, MO",38.98,-94.07
"Oak Grove, VA",38.98,-77.4
"Oak Harbor, OH",41.53,-83.22
"Oak Harbor, WA",48.3,-122.67
"Oak Hill, AL",32.01,-87.26
"Oak Hill, FL",28.86,-80.85
"Oak Hill, NY",42.39,-74.13
"Oak Hill, OH",38.91,-82.44
"Oak Hill, WV",37.99,-81.15
"Oak Island, MN",49.32,-94.88
"Oak Island, NC",33.91,-78.14
"Oak Lawn, IL",41.73,-87.78
"Oak Park, GA",32.24,-82.25
"Oak Park, IL",41.89,-87.78
"Oak Park, MI",42.48,-83.17
"Oak Park, MN",45.75,-93.74
"Oak Ridge, LA",32.74,-91.75
"Oak Ridge, MO",37.39,-89.68
"Oak Ridge, NC",36.16,-79.98
"Oak Ridge, PA",40.9,-79.13
"Oak Ridge, TN",36.03,-84.26
"Oak Run, CA",40.69,-122.15
"Oak Vale, MS",31.36,-90.21
"Oak View, CA",34.4,-119.3
"Oakboro, NC",35.26,-80.38
"Oakdale, Australia",-33.57,135.75
"Oakdale, CA",37.77,-120.86
"Oakdale, CT",41.46,-72.16
"Oakdale, IL",38.24,-89.44
"Oakdale, LA",30.75,-92.69
"Oakdale, NE",42.13,-98.03
"Oakdale, NY",40.73,-73.16
"Oakdale, PA",40.44,-80.22
"Oakdale, TN",36.0,-84.4
"Oakdale, WI",43.97,-90.49
"Oakdowns, Australia",-42.91,147.49
"Oakes, ND",45.93,-97.79
"Oakesdale, WA",47.14,-117.16
"Oakfield, GA",31.58,-84.01
"Oakfield, ME",46.06,-68.0
"Oakfield, NY",43.03,-78.19
"Oakfield, TN",35.72,-88.8
"Oakfield, WI",43.67,-88.62
"Oakford, IL",40.07,-89.9
"Oakford, IN",40.44,-86.09
"Oakham, MA",42.34,-72.01
"Oakhurst, Australia",-33.71,150.85
"Oakhurst, CA",37.33,-119.64
"Oakhurst, NJ",40.27,-74.03
"Oakhurst, OK",36.1,-96.04
"Oakhurst, TX",30.8,-95.3
"Oakland City, IN",38.37,-87.51
"Oakland Mills, PA",40.58,-77.38
"Oakland Park, FL",26.16,-80.16
"Oakland, AR",36.43,-92.6
"Oakland, CA",37.79,-122.23
"Oakland, FL",28.56,-81.63
"Oakland, IA",41.31,-95.43
"Oakland, IL",39.69,-88.14
"Oakland, KY",37.05,-86.38
"Oakland, MD",39.45,-79.55
"Oakland, ME",44.53,-69.73
"Oakland, MI",42.74,-83.2
"Oakland, MS",34.32,-89.92
"Oakland, NE",41.91,-96.64
"Oakland, NJ",41.02,-74.24
"Oakland, OR",43.43,-123.29
"Oakland, RI",41.97,-71.66
"Oakland, TN",35.23,-89.53
"Oakland, TX",29.57,-96.8
"Oaklands, Australia",-36.07,146.95
"Oakley, CA",37.99,-121.73
"Oakley, ID",42.17,-113.86
"Oakley, KS",38.79,-100.76
"Oakley, MI",43.08,-84.2
"Oakley, SC",33.11,-79.96
"Oakley, UT",40.72,-111.29
"Oakman, AL",33.73,-87.29
"Oakman, GA",34.55,-84.69
"Oakmont, PA",40.51,-79.84
"Oakpark, VA",38.35,-78.12
"Oakridge, OR",43.75,-122.45
"Oaks Corners, NY",42.98,-77.04
"Oaks, Australia",-41.46,147.13
"Oaks, OK",36.11,-94.99
"Oaks, PA",40.14,-75.47
"Oakton, VA",38.88,-77.31
"Oaktown, IN",38.9,-87.43
"Oakvale, WV",37.42,-81.01
"Oakville, CA",38.42,-122.43
"Oakville, IA",40.99,-91.09
"Oakville, IN",40.09,-85.31
"Oakville, TX",28.47,-97.96
"Oakville, WA",46.86,-123.25
"Oakwood, GA",34.23,-83.87
"Oakwood, IL",40.17,-87.77
"Oakwood, OH",41.11,-84.4
"Oakwood, OK",35.76,-98.75
"Oakwood, TX",31.75,-95.66
"Oakwood, VA",37.09,-81.83
"Oark, AR",35.82,-93.64
"Oatman, AZ",35.22,-114.26
"Obecuri, Spain",42.88,-2.73
"Obenetto, Italy",46.09,13.71
"Oberasphe, Germany",50.99,8.6
"Oberbergla, Austria",46.72,15.27
"Oberbuscherhof, Germany",51.1,7.12
"Oberfahrenbach, Austria",46.72,15.44
"Oberfresen, Austria",46.67,15.21
"Oberhall, Austria",47.58,14.46
"Oberland, Germany",53.77,8.67
"Oberlin, KS",40.13,-100.56
"Oberlin, LA",30.58,-92.68
"Oberlin, OH",41.26,-82.26
"Obernburg, NY",41.78,-74.93
"Oberon, ND",47.74,-99.15
"Obervellach, Austria",46.75,13.19
"Oberwolfach, Germany",48.38,8.3
"Obion, TN",36.12,-89.26
"Obirakozan, Japan",33.04,131.22
"Oblong, IL",39.02,-87.75
"Observatory, South Africa",-33.94,18.47
"Ocala, FL",29.2,-82.14
"Occidental, CA",38.4,-122.95
"Occoquan, VA",38.66,-77.24
"Ocean Beach, NY",40.64,-73.19
"Ocean Bluff, MA",42.08,-70.64
"Ocean City, MD",38.38,-75.07
"Ocean City, NJ",39.29,-74.56
"Ocean Falls, British Columbia",52.19,-128.16
"Ocean Gate, NJ",39.91,-74.13
"Ocean Grove, NJ",40.21,-74.01
"Ocean Isle Beach, NC",33.89,-78.43
"Ocean Park, ME",43.49,-70.39
"Ocean Park, WA",46.49,-124.04
"Ocean Shores, WA",46.97,-124.15
"Ocean Springs, MS",30.42,-88.77
"Ocean View, DE",38.54,-75.1
"Ocean View, HI",19.06,-155.79
"Ocean View, NJ",39.2,-74.71
"Oceana, WV",37.76,-81.86
"Oceano, CA",35.1,-120.6
"Oceanport, NJ",40.33,-74.03
"Oceanside Mcolf Camp Pendleto, CA",33.3,-117.35
"Oceanside, CA",33.19,-117.37
"Oceanside, NY",40.65,-73.63
"Oceanside, OR",45.45,-123.96
"Oceanville, NJ",39.49,-74.47
"Oceola, OH",40.8,-83.12
"Och'ongdo-ri, South Korea",35.9,126.62
"Ochelata, OK",36.59,-95.92
"Ocheyedan, IA",43.56,-95.57
"Ochlocknee, GA",30.87,-84.09
"Ochona, Angola",-17.88,15.95
"Ocilla, GA",31.68,-83.27
"Ocklawaha, FL",29.06,-81.89
"Ocoee, FL",28.58,-81.51
"Ocoee, TN",35.21,-84.8
"Oconee, GA",32.69,-82.9
"Oconee, IL",39.38,-89.08
"Oconomowoc, WI",43.11,-88.49
"Oconto Falls, WI",44.76,-88.18
"Oconto, NE",40.97,-99.58
"Oconto, WI",44.87,-87.91
"Ocotillo, CA",32.57,-115.94
"Ocracoke, NC",35.11,-75.98
"Odaka, Japan",37.23,140.43
"Odanah, WI",46.59,-90.87
"Odda, Norway",60.07,6.56
"Odebolt, IA",42.31,-95.25
"Odell, IL",40.92,-88.63
"Odell, NE",40.05,-96.8
"Odell, OR",45.64,-121.54
"Odell, TX",34.37,-99.35
"Odem, TX",27.99,-97.56
"Oden, AR",34.36,-93.58
"Oden, MI",45.42,-84.79
"Odenton, MD",39.06,-76.71
"Odenville, AL",33.67,-86.41
"Odessa, DE",39.45,-75.71
"Odessa, FL",28.2,-82.58
"Odessa, MN",45.31,-96.16
"Odessa, MO",38.98,-94.07
"Odessa, NE",40.73,-99.15
"Odessa, NY",42.34,-76.79
"Odessa, TX",31.86,-102.37
"Odessa, WA",47.33,-118.69
"Odin, IL",38.6,-88.99
"Odin, MN",43.85,-94.7
"Odon, IN",38.98,-86.91
"Odum, GA",31.65,-81.96
"Oella, MD",39.25,-76.78
"Oelrichs, SD",43.29,-103.21
"Oelwein, IA",42.68,-91.97
"Offerle, KS",37.93,-99.41
"Offerman, GA",31.44,-82.03
"Offutt Air Force Base, NE",41.12,-95.91
"Ofira, Egypt",27.87,34.3
"Oftersheim, Germany",50.05,8.33
"Ogallah, KS",38.99,-99.87
"Ogallala, NE",41.13,-101.71
"Ogden, AR",33.48,-94.07
"Ogden, IA",42.04,-94.03
"Ogden, IL",40.08,-88.02
"Ogden, KS",39.19,-96.68
"Ogden, UT",41.24,-111.98
"Ogdensburg, NJ",41.09,-74.61
"Ogdensburg, NY",44.69,-75.49
"Ogdensburg, WI",44.4,-88.94
"Ogema, MN",47.01,-95.78
"Ogema, WI",45.37,-90.31
"Ogilvie, MN",45.81,-93.36
"Oglala, SD",43.02,-102.51
"Oglesby, IL",41.35,-89.03
"Oglesby, TX",31.43,-97.41
"Oglethorpe, GA",32.11,-84.19
"Ogre, Latvia",56.86,24.47
"Ogunquit, ME",43.25,-70.65
"Ohatchee, AL",33.81,-85.98
"Ohio City, CO",38.57,-106.58
"Ohio City, OH",40.86,-84.59
"Ohio State University, OH",40.08,-83.07
"Ohio, IL",41.53,-89.28
"Ohiopyle, PA",39.81,-79.36
"Ohkay Owingeh, NM",36.09,-106.07
"Ohlman, IL",39.38,-89.08
"Oia, Greece",36.4,25.48
"Oiapoque, Brazil",3.83,-51.83
"Oil City, LA",32.67,-94.09
"Oil City, PA",41.44,-79.71
"Oil Springs, KY",37.96,-82.98
"Oil Trough, AR",35.48,-91.43
"Oil, North Korea",40.97,126.6
"Oilmont, MT",48.74,-111.97
"Oilton, OK",36.06,-96.39
"Oilton, TX",27.44,-99.0
"Oilville, VA",37.69,-77.77
"Ojai, CA",34.44,-119.25
"Ojibwa, WI",45.81,-91.09
"Okabena, MN",43.65,-95.58
"Okahumpka, FL",28.77,-81.88
"Okanagan Landing, British Columbia",50.23,-119.36
"Okanogan, WA",48.4,-119.54
"Okarche, OK",35.73,-97.97
"Okatie, SC",32.29,-80.87
"Okaton, SD",43.89,-100.71
"Okauchee, WI",43.1,-88.48
"Okawville, IL",38.43,-89.55
"Okay, OK",35.79,-95.32
"Okaya, Japan",36.05,138.11
"Okeana, OH",39.29,-84.77
"Okeechobee, FL",27.26,-80.85
"Okeene, OK",35.85,-98.41
"Okemah, OK",35.25,-96.23
"Okemos, MI",42.71,-84.43
"Oketo, KS",39.91,-96.77
"Oklahoma City, OK",35.46,-97.5099999998
"Oklaunion, TX",34.23,-99.28
"Oklee, MN",47.81,-96.18
"Okmulgee, OK",35.63,-95.99
"Okoboji, IA",43.37,-95.14
"Okolona, AR",34.1,-93.07
"Okolona, MS",33.84,-88.74
"Okolona, OH",41.39,-84.14
"Okreek, SD",43.39,-99.84
"Oksoy Fyr, Norway",58.09,8.02
"Oktaha, OK",35.66,-95.36
"Ola, AR",35.22,-93.11
"Ola, ID",44.21,-116.26
"Olalla, WA",47.43,-122.56
"Olamon, ME",45.11,-68.66
"Olancha, CA",36.57,-118.1
"Olanta, PA",40.99,-78.53
"Olanta, SC",33.97,-79.87
"Olar, SC",33.19,-81.18
"Olary, Australia",-32.57,139.56
"Olathe, CO",38.49,-107.97
"Olathe, KS",38.89,-94.82
"Olaton, KY",37.42,-86.74
"Olcott, NY",43.34,-78.72
"Old Appleton, MO",37.39,-89.68
"Old Bethpage, NY",40.72,-73.47
"Old Bribie, Australia",-27.05,153.15
"Old Bridge, NJ",40.38,-74.31
"Old Brookville, NY",40.83,-73.56
"Old Chatham, NY",42.43,-73.57
"Old Erowal Bay, Australia",-35.11,150.64
"Old Fields, WV",39.17,-78.98
"Old Forge, NY",43.71,-74.97
"Old Forge, PA",41.37,-75.71
"Old Fort, NC",35.63,-82.18
"Old Fort, OH",41.19,-83.14
"Old Glenroy, Australia",-20.55,147.85
"Old Glory, TX",33.25,-100.21
"Old Greenwich, CT",41.03,-73.56
"Old Hickory, TN",36.26,-86.64
"Old Junee, Australia",-34.87,147.58
"Old Koreelah, Australia",-28.35,152.3
"Old Lyme, CT",41.33,-72.34
"Old Mission, MI",44.96,-85.61
"Old Monroe, MO",38.86,-90.75
"Old Mystic, CT",41.38,-71.98
"Old Ocean, TX",29.09,-95.71
"Old Orchard Beach, ME",43.52,-70.37
"Old Parakylia, Australia",-30.49,136.88
"Old Quebec, Quebec",46.8,-71.18
"Old Saybrook, CT",41.27,-72.37
"Old Station, CA",40.64,-121.47
"Old Town, FL",29.5,-83.02
"Old Town, ME",44.94,-68.66
"Old Washington, OH",40.02,-81.56
"Old Westbury, NY",40.78,-73.57
"Old Zionsville, PA",40.49,-75.52
"Olden, TX",32.37,-98.77
"Oldenburg, IN",39.29,-85.23
"Oldfield, MO",37.07,-93.12
"Oldham, SD",44.3,-97.02
"Oldhams, VA",37.93,-76.71
"Olds, IA",41.07,-91.39
"Oldsmar, FL",28.04,-82.69
"Oldtown, ID",48.31,-117.13
"Oldtown, MD",39.49,-78.59
"Oldtown, NC",36.13,-80.27
"Oldwick, NJ",40.64,-74.74
"Olean, MO",38.35,-92.57
"Olean, NY",42.06,-78.38
"Olema, CA",38.04,-122.79
"Olen'ya Rechka, Russia",52.8,93.24
"Oley, PA",40.41,-75.83
"Olga, WA",48.58,-122.82
"Olib, Croatia",44.38,14.69
"Olifantshoek, South Africa",-27.67,23.01
"Olin, IA",42.0,-91.14
"Olin, NC",35.85,-80.8
"Olinda, Australia",-33.15,150.13
"Olive Branch, IL",37.06,-89.22
"Olive Branch, MS",34.95,-89.83
"Olive Hill, KY",38.19,-83.08
"Olive, MT",46.43,-105.89
"Olivebridge, NY",41.93,-74.2
"Oliveburg, PA",40.96,-79.0
"Olivehurst, CA",39.08,-121.55
"Oliveirinha, Portugal",40.62,-8.65
"Oliver Springs, TN",36.03,-84.4
"Oliver, British Columbia",49.18,-119.56
"Oliver, GA",32.58,-81.5
"Oliver, PA",39.92,-79.73
"Olivet, MI",42.44,-85.01
"Olivet, SD",43.1,-97.72
"Olivia, MN",44.78,-95.03
"Olivia, NC",35.29,-79.1
"Olla, LA",31.65,-92.05
"Ollie, IA",41.05,-91.98
"Ollingen, Germany",48.54,10.13
"Olmito, TX",26.12,-97.49
"Olmitz, KS",38.38,-98.77
"Olmstead, KY",36.76,-86.83
"Olmsted, IL",37.06,-89.22
"Olmstedville, NY",43.84,-73.76
"Olney Springs, CO",38.13,-104.03
"Olney, IL",38.74,-88.07
"Olney, MD",39.14,-77.08
"Olney, MO",39.22,-91.04
"Olney, MT",48.46,-114.37
"Olney, TX",33.37,-98.76
"Olpe, KS",38.33,-96.19
"Olsburg, KS",39.39,-96.73
"Olten, Switzerland",47.6,7.52
"Olton, TX",34.09,-102.12
"Olustee, FL",30.18,-82.58
"Olustee, OK",34.56,-99.42
"Olympia Fields, IL",41.53,-87.66
"Olympia Heights, FL",25.74,-80.35
"Olympia, WA",47.01,-122.87
"Olympic Valley, CA",39.15,-120.22
"Olyphant, PA",41.45,-75.63
"Oma, Japan",41.79,140.74
"Omaha, AR",36.53,-93.2
"Omaha, GA",32.01,-85.09
"Omaha, IL",37.8,-88.26
"Omaha, NE",41.26,-95.96
"Omaha, TX",33.19,-94.72
"Omak, WA",48.41,-119.53
"Omaktai, Alberta",49.33,-113.52
"Omarishara, Georgia",43.45,41.73
"Omega, GA",31.43,-83.49
"Omega, OK",35.85,-98.41
"Omena, MI",45.01,-85.64
"Omer, MI",44.05,-83.85
"Omitama, Japan",36.21,140.28
"Omorfokklisia, Greece",40.3,21.78
"Omro, WI",44.03,-88.75
"Ona, FL",27.48,-82.03
"Ona, Norway",62.91,6.92
"Ona, WV",38.42,-82.22
"Onaga, KS",39.62,-95.88
"Onaka, SD",45.15,-99.31
"Onalaska, TX",30.8,-95.1
"Onalaska, WA",46.58,-122.72
"Onalaska, WI",43.88,-91.23
"Onamia, MN",46.11,-93.66
"Onancock, VA",37.7,-75.75
"Onarga, IL",40.81,-88.16
"Onawa, IA",42.3,-96.19
"Onaway, MI",45.36,-84.23
"Oneco, CT",41.73,-71.83
"Oneco, FL",27.45,-82.54
"Onego, WV",38.97,-79.46
"Oneida, IL",41.08,-90.23
"Oneida, KS",39.86,-96.03
"Oneida, KY",37.48,-83.67
"Oneida, NY",43.09,-75.63
"Oneida, PA",40.91,-76.12
"Oneida, TN",36.52,-84.61
"Oneida, WI",44.53,-88.15
"Onekama, MI",44.35,-86.23
"Onemo, VA",37.47,-76.3
"Oneonta, AL",33.95,-86.47
"Oneonta, NY",42.46,-75.04
"Onia, AR",35.88,-92.38
"Onida, SD",44.7,-100.1
"Onion Lake, Saskatchewan",53.32,-110.07
"Onley, VA",37.66,-75.71
"Only, TN",35.78,-87.47
"Ono, PA",40.38,-76.53
"Onondaga, MI",42.52,-84.65
"Onset, MA",41.74,-70.65
"Onslow, IA",42.02,-91.13
"Onsted, MI",42.06,-84.22
"Ontario Center, NY",43.24,-77.34
"Ontario, CA",34.07,-117.66
"Ontario, NY",43.22,-77.26
"Ontario, OH",40.73,-82.6
"Ontario, OR",43.98,-117.01
"Ontario, WI",43.68,-90.43
"Ontonagon, MI",46.86,-89.31
"Onyang-dong, South Korea",36.96,127.01
"Onyx, CA",35.63,-118.34
"Ookala, HI",20.04,-155.62
"Oolitic, IN",38.89,-86.53
"Oologah, OK",36.37,-95.71
"Ooltewah, TN",35.09,-85.09
"Oonah, Australia",-41.08,145.67
"Oondooroo, Australia",-22.36,143.08
"Oontoo, Australia",-27.4,141.81
"Oostburg, WI",43.65,-87.83
"Oostende Airport, Belgium",51.19,2.84
"Opa Locka, FL",25.98,-80.27
"Opal, WY",41.77,-110.54
"Opdyke, IL",38.26,-88.87
"Opelika, AL",32.67,-85.37
"Opelousas St Landry Parish Ai, LA",30.56,-92.1
"Opelousas, LA",30.55,-92.07
"Ophelia, VA",37.89,-76.28
"Ophiem, IL",41.29,-90.48
"Ophir, Australia",-33.3,149.11
"Ophir, CO",37.82,-107.88
"Ophir, KY",37.96,-82.98
"Ophir, OR",42.53,-124.39
"Opolis, KS",37.38,-94.69
"Opp, AL",31.31,-86.25
"Oppdal, Norway",62.61,9.72
"Oppdalsvallen, Sweden",63.37,12.39
"Opunake, New Zealand",-39.44,174.03
"Oquawka, IL",40.99,-91.09
"Oquossoc, ME",45.0,-70.86
"Ora, IN",41.19,-86.7
"Oracle, AZ",32.61,-110.78
"Oradell, NJ",40.96,-74.03
"Oran, Algeria",35.63,-0.6
"Oran, IA",42.68,-91.97
"Oran, MO",37.05,-89.55
"Oran, NY",42.97,-75.94
"Orange Beach, AL",30.28,-87.56
"Orange City, FL",28.96,-81.3
"Orange City, IA",43.0,-96.06
"Orange Cove, CA",36.59,-119.37
"Orange Grove, TX",27.89,-98.04
"Orange Lake, FL",29.37,-82.18
"Orange Park, FL",30.13,-81.77
"Orange Springs, FL",29.48,-82.06
"Orange, CA",33.78,-117.85
"Orange, CT",41.28,-73.01
"Orange, MA",42.58,-72.32
"Orange, NJ",40.76,-74.22
"Orange, TX",30.12,-93.76
"Orange, VA",38.25,-78.05
"Orangeburg, NY",41.07,-73.96
"Orangeburg, SC",33.46,-80.86
"Orangefield, TX",30.04,-93.86
"Orangevale, CA",38.67,-121.22
"Orangeville, IL",42.49,-89.5
"Orangeville, OH",41.3,-80.48
"Orangeville, PA",41.08,-76.43
"Orangeville, UT",39.23,-111.02
"Oranjestad, Aruba",12.52,-70.03
"Oraville, IL",37.78,-89.25
"Orbisonia, PA",40.39,-77.94
"Orcas, WA",48.63,-122.95
"Orchard Hill, GA",33.2,-84.2
"Orchard Park, NY",42.78,-78.74
"Orchard, CO",40.35,-104.11
"Orchard, IA",43.25,-92.88
"Orchard, NE",42.24,-98.24
"Orchard, TX",29.66,-95.94
"Orconikidze, Azerbaijan",39.77,47.75
"Ord, NE",41.62,-98.95
"Orderville, UT",37.02,-112.44
"Ordinary, VA",37.29,-76.52
"Ordway, CO",38.22,-103.75
"Ore City, TX",32.72,-94.72
"Oreana, IL",39.92,-88.87
"Orefield, PA",40.63,-75.58
"Oregon City, OR",45.35,-122.6
"Oregon House, CA",39.36,-121.25
"Oregon, IL",41.91,-89.35
"Oregon, MO",39.99,-95.14
"Oregon, OH",41.63,-83.44
"Oregon, WI",42.92,-89.39
"Oregonia, OH",39.39,-84.14
"Oreland, PA",40.12,-75.18
"Orem, UT",40.3,-111.71
"Orestes, IN",40.27,-85.72
"Orford, NH",43.93,-72.12
"Orfordville, WI",42.62,-89.37
"Organ, NM",32.42,-106.6
"Orgas, WV",38.12,-81.59
"Orick, CA",41.29,-123.86
"Orient Point, NY",41.16,-72.24
"Orient, IA",41.09,-94.52
"Orient, IL",37.9,-88.95
"Orient, ME",46.06,-68.0
"Orient, NY",41.14,-72.29
"Orient, OH",39.84,-83.06
"Orient, SD",45.03,-99.11
"Orient, WA",48.74,-118.05
"Oriental, NC",35.0,-76.75
"Orinda, CA",37.88,-122.18
"Orion, IL",41.29,-90.48
"Oriska, ND",46.94,-98.02
"Oriskany Falls, NY",42.93,-75.38
"Oriskany, NY",43.16,-75.34
"Oriskany, VA",37.68,-80.07
"Orkabie, Australia",-21.63,149.26
"Orkney Springs, VA",38.8,-78.79
"Orla, TX",31.9,-103.92
"Orland Iii, Norway",63.7,9.6
"Orland Park, IL",41.62,-87.84
"Orland, CA",39.75,-122.2
"Orland, IN",41.64,-85.09
"Orland, ME",44.55,-68.74
"Orlando International, FL",28.43,-81.32
"Orlando, Australia",-19.63,134.17
"Orlando, FL",28.54,-81.3699999998
"Orlando, KY",37.42,-84.33
"Orlando, OK",36.29,-97.31
"Orlando, WV",39.05,-80.55
"Orlean, VA",38.78,-77.94
"Orleans, CA",41.31,-123.53
"Orleans, IN",38.66,-86.4
"Orleans, MA",41.79,-69.98
"Orleans, MI",43.07,-85.2
"Orleans, NE",40.45,-99.34
"Orleans, VT",44.83,-72.13
"Orlinda, TN",36.57,-86.67
"Orma, Greece",41.04,21.35
"Orma, WV",38.62,-80.97
"Ormley, Australia",-41.59,148.21
"Ormond Beach, FL",29.29,-81.06
"Ormsby, MN",43.85,-94.7
"Ornes, Norway",66.83,13.77
"Oro Grande, CA",34.58,-117.38
"Orofino, ID",46.48,-116.27
"Orogrande, NM",32.36,-106.38
"Orondo, WA",47.76,-120.16
"Orono, ME",44.89,-68.66
"Oronoco, MN",44.16,-92.55
"Oronogo, MO",37.16,-94.48
"Oroshaza, Hungary",46.62,20.85
"Orosi, CA",36.59,-119.37
"Orositel'nyy, Russia",53.72,91.37
"Orovada, NV",41.57,-117.78
"Oroville, CA",39.51,-121.58
"Oroville, WA",48.94,-119.44
"Orr, MN",48.02,-92.86
